season,event_date,nano,market,name,alias,rush_att,rush_yds,rush_tds,pass_cmp,pass_att,pass_cmp_pct,pass_yds,pass_tds,pass_int,passer_rating,net_pass_yds,total_yds,times_sacked,yds_sacked_for,fumbles,fumbles_lost,turnovers,penalties,penalty_yds,first_downs,third_down_conv,third_down_att,third_down_conv_pct,fourth_down_conv,fourth_down_att,fourth_down_conv_pct,time_of_possession,boxscore_stats_link
2009,2009-11-01,KdjU81i7YSFE7,Dallas,Cowboys,DAL,29,113,1,21,36,,256,3,0,108.102,249,362,2,7,3,1,1,5,43,26,7,13,0.538,0,0,0.0,2085,https://www.pro-football-reference.com/boxscores/200911010dal.htm
2009,2009-11-01,u98I1lDKQBwZ0,Los Angeles,Rams,LA,26,150,1,18,36,,212,1,1,65.972,212,362,0,0,0,0,1,5,27,21,3,12,0.25,1,1,1.0,1677,https://www.pro-football-reference.com/boxscores/200911010det.htm
2009,2009-11-01,FCuH1wdksA2DQ,Detroit,Lions,DET,33,127,1,14,33,,168,0,1,46.023,162,289,2,6,0,0,1,8,67,17,6,16,0.375,0,2,0.0,1923,https://www.pro-football-reference.com/boxscores/200911010det.htm
2009,2009-11-01,n8CuHV9wbYCqF,New York,Giants,NYG,32,141,1,20,39,,222,1,2,55.716,215,356,2,7,2,1,3,4,25,21,8,16,0.5,0,2,0.0,2133,https://www.pro-football-reference.com/boxscores/200911010phi.htm
2009,2009-11-01,hjjmgzxilGWdr,Philadelphia,Eagles,PHI,24,180,2,17,23,,240,3,0,146.739,211,391,2,29,3,2,2,5,45,17,6,11,0.545,0,0,0.0,1467,https://www.pro-football-reference.com/boxscores/200911010phi.htm
2009,2009-11-01,RtOjnciWkJPaL,Jacksonville,Jaguars,JAC,16,217,2,14,29,,139,0,2,33.549,113,330,4,26,2,0,2,2,27,12,4,12,0.333,0,0,0.0,1217,https://www.pro-football-reference.com/boxscores/200911010oti.htm
2009,2009-11-01,ltMyRE3yvVUaw,Tennessee,Titans,TEN,49,305,2,15,18,,125,1,0,114.12,125,430,0,0,0,0,0,4,20,20,8,15,0.533,0,0,0.0,2383,https://www.pro-football-reference.com/boxscores/200911010oti.htm
2009,2009-11-01,LZoDld8s63xUs,Las Vegas,Raiders,LV,27,99,1,14,22,,109,0,1,56.818,81,180,5,28,1,0,1,6,31,13,5,13,0.385,1,2,0.5,1771,https://www.pro-football-reference.com/boxscores/200911010sdg.htm
2009,2009-11-01,SjaMbkmeizJD4,Los Angeles,Chargers,LAC,30,100,2,16,25,,249,1,1,93.583,246,346,1,3,1,1,2,5,40,20,7,11,0.636,0,0,0.0,1829,https://www.pro-football-reference.com/boxscores/200911010sdg.htm
2009,2009-11-01,jJBGuksuDJF5L,Carolina,Panthers,CAR,44,270,2,7,15,,90,1,0,88.194,85,355,1,5,0,0,0,7,72,13,8,16,0.5,0,0,0.0,1978,https://www.pro-football-reference.com/boxscores/200911010crd.htm
2009,2009-11-01,GJizlkzQFaqGA,Arizona,Cardinals,ARI,17,94,1,27,46,,242,2,5,47.826,226,320,2,16,2,1,6,5,35,23,4,10,0.4,1,2,0.5,1622,https://www.pro-football-reference.com/boxscores/200911010crd.htm
2009,2009-11-01,AzOs5UWsXusSW,Minnesota,Vikings,MIN,32,111,1,17,28,,244,4,0,128.571,244,355,0,0,2,2,2,3,29,19,6,14,0.429,1,3,0.333,1648,https://www.pro-football-reference.com/boxscores/200911010gnb.htm
2009,2009-11-01,D5QY6bOxfn8ZL,Green Bay,Packers,GB,19,90,0,27,42,,290,3,0,108.234,261,351,6,29,3,0,0,6,45,21,7,16,0.438,0,1,0.0,1952,https://www.pro-football-reference.com/boxscores/200911010gnb.htm
2009,2009-11-02,mLspw4gJNTQGN,Atlanta,Falcons,ATL,24,161,1,19,42,,289,1,3,46.627,281,442,3,8,0,0,3,4,25,21,3,11,0.273,1,2,0.5,1606,https://www.pro-football-reference.com/boxscores/200911020nor.htm
2009,2009-11-02,CI5mhfNa0Zqd2,New Orleans,Saints,NO,35,146,2,25,33,,308,2,1,111.679,291,437,2,17,3,3,4,7,65,23,7,12,0.583,0,0,0.0,1994,https://www.pro-football-reference.com/boxscores/200911020nor.htm
2009,2009-11-08,zyhFXj1nywrm1,Baltimore,Ravens,BAL,17,55,1,18,32,,195,0,2,48.307,160,215,4,35,1,0,2,7,80,16,1,10,0.1,0,1,0.0,1200,https://www.pro-football-reference.com/boxscores/200911080cin.htm
2009,2009-11-08,22ZdibiqvfA2D,Cincinnati,Bengals,CIN,39,146,1,20,33,,224,1,0,90.972,223,369,1,1,1,1,1,6,40,20,8,18,0.444,0,2,0.0,2400,https://www.pro-football-reference.com/boxscores/200911080cin.htm
2009,2009-11-08,UI0Ax4HUEXFh6,Houston,Texans,HOU,26,81,1,32,43,,311,1,2,82.607,301,382,2,10,1,1,3,13,103,22,10,16,0.625,1,1,1.0,2073,https://www.pro-football-reference.com/boxscores/200911080clt.htm
2009,2009-11-08,LJmHetie5VbbO,Indianapolis,Colts,IND,18,72,1,34,51,,318,1,2,73.815,306,378,2,12,1,0,2,4,40,27,6,12,0.5,0,1,0.0,1527,https://www.pro-football-reference.com/boxscores/200911080clt.htm
2009,2009-11-08,mfbu6O5aMHbJg,Miami,Dolphins,MIA,31,133,1,20,37,,220,1,0,80.912,201,334,2,19,1,0,0,3,35,21,9,17,0.529,1,2,0.5,1867,https://www.pro-football-reference.com/boxscores/200911080nwe.htm
2009,2009-11-08,VkxV91RtzHn65,New England,Patriots,NE,24,109,1,25,37,,332,1,1,93.525,323,432,2,9,0,0,1,5,49,22,6,13,0.462,0,0,0.0,1733,https://www.pro-football-reference.com/boxscores/200911080nwe.htm
2009,2009-11-08,9JtBk8kFeaGEs,Washington,Football Team,WAS,32,136,1,19,27,,208,1,1,89.738,176,312,5,32,0,0,1,10,88,17,9,16,0.562,1,3,0.333,2012,https://www.pro-football-reference.com/boxscores/200911080atl.htm
2009,2009-11-08,mLspw4gJNTQGN,Atlanta,Falcons,ATL,27,181,2,17,24,,135,1,1,81.076,125,306,3,10,0,0,1,7,54,18,4,11,0.364,0,0,0.0,1588,https://www.pro-football-reference.com/boxscores/200911080atl.htm
2009,2009-11-08,GJizlkzQFaqGA,Arizona,Cardinals,ARI,31,182,0,22,33,,261,5,1,117.551,256,438,1,5,1,0,1,2,15,27,8,14,0.571,0,0,0.0,1996,https://www.pro-football-reference.com/boxscores/200911080chi.htm
2009,2009-11-08,1vVmWGzUZ1rea,Chicago,Bears,CHI,12,70,0,29,47,,369,3,1,98.626,347,417,4,22,0,0,1,9,89,20,5,13,0.385,0,2,0.0,1604,https://www.pro-football-reference.com/boxscores/200911080chi.htm
2009,2009-11-08,D5QY6bOxfn8ZL,Green Bay,Packers,GB,32,170,2,17,35,,266,2,3,57.56,234,404,6,32,0,0,3,5,35,20,5,14,0.357,0,2,0.0,2117,https://www.pro-football-reference.com/boxscores/200911080tam.htm
2009,2009-11-08,QMAZH1v922YLu,Tampa Bay,Buccaneers,TB,25,81,0,14,31,,205,3,1,86.089,198,279,1,7,3,0,1,2,15,17,3,12,0.25,1,1,1.0,1483,https://www.pro-football-reference.com/boxscores/200911080tam.htm
2009,2009-11-08,oiGiwWPf0UqMC,Kansas City,Chiefs,KC,14,60,0,23,39,,262,2,0,96.314,241,301,3,21,1,0,0,1,10,14,4,13,0.308,0,0,0.0,1427,https://www.pro-football-reference.com/boxscores/200911080jax.htm
2009,2009-11-08,RtOjnciWkJPaL,Jacksonville,Jaguars,JAC,41,173,2,18,27,,264,1,0,110.725,253,426,1,11,1,1,1,5,31,21,9,16,0.562,0,0,0.0,2173,https://www.pro-football-reference.com/boxscores/200911080jax.htm
2009,2009-11-08,jJBGuksuDJF5L,Carolina,Panthers,CAR,39,182,2,17,30,,201,0,0,77.222,189,371,2,12,5,3,3,6,37,21,8,16,0.5,0,2,0.0,1946,https://www.pro-football-reference.com/boxscores/200911080nor.htm
2009,2009-11-08,CI5mhfNa0Zqd2,New Orleans,Saints,NO,23,84,1,24,35,,330,1,1,96.131,330,414,1,0,2,1,2,7,55,18,6,12,0.5,0,0,0.0,1654,https://www.pro-football-reference.com/boxscores/200911080nor.htm
2009,2009-11-08,FCuH1wdksA2DQ,Detroit,Lions,DET,21,114,0,22,42,,203,2,5,42.163,186,300,2,17,2,0,5,9,77,17,6,16,0.375,0,0,0.0,1758,https://www.pro-football-reference.com/boxscores/200911080sea.htm
2009,2009-11-08,4M8AK5p0WXs1N,Seattle,Seahawks,SEA,18,55,1,40,52,,344,1,1,92.147,342,397,1,2,3,1,2,6,45,25,7,15,0.467,0,1,0.0,1842,https://www.pro-football-reference.com/boxscores/200911080sea.htm
2009,2009-11-08,ltMyRE3yvVUaw,Tennessee,Titans,TEN,34,152,3,12,20,,172,0,0,87.917,163,315,1,9,0,0,0,8,58,14,4,12,0.333,1,1,1.0,1570,https://www.pro-football-reference.com/boxscores/200911080sfo.htm
2009,2009-11-08,IwSI92ZDKoazn,San Francisco,49ers,SF,20,108,1,29,45,,286,2,3,69.306,250,358,4,36,2,1,4,5,25,25,4,13,0.308,3,3,1.0,2030,https://www.pro-football-reference.com/boxscores/200911080sfo.htm
2009,2009-11-08,SjaMbkmeizJD4,Los Angeles,Chargers,LAC,15,34,0,24,36,,209,3,2,86.458,192,226,2,17,1,0,2,3,20,18,3,10,0.3,0,0,0.0,1333,https://www.pro-football-reference.com/boxscores/200911080nyg.htm
2009,2009-11-08,n8CuHV9wbYCqF,New York,Giants,NYG,29,116,0,25,33,,215,2,0,112.563,188,304,5,27,2,1,1,9,104,19,5,14,0.357,0,1,0.0,2267,https://www.pro-football-reference.com/boxscores/200911080nyg.htm
2009,2009-11-08,KdjU81i7YSFE7,Dallas,Cowboys,DAL,23,76,1,21,34,,307,1,1,88.725,282,358,4,25,0,0,1,11,70,18,7,15,0.467,0,0,0.0,1904,https://www.pro-football-reference.com/boxscores/200911080phi.htm
2009,2009-11-08,hjjmgzxilGWdr,Philadelphia,Eagles,PHI,23,88,0,16,30,,227,1,2,61.389,209,297,3,18,0,0,2,8,82,17,4,12,0.333,0,1,0.0,1696,https://www.pro-football-reference.com/boxscores/200911080phi.htm
2009,2009-11-09,SlVgURDFI7EXX,Pittsburgh,Steelers,PIT,29,173,0,21,29,,233,3,1,116.02,202,375,3,31,1,1,2,4,28,21,7,12,0.583,0,0,0.0,1983,https://www.pro-football-reference.com/boxscores/200911090den.htm
2009,2009-11-09,6DclFuycdPaOB,Denver,Broncos,DEN,14,27,0,23,38,,221,0,3,43.86,215,242,2,6,0,0,3,3,25,12,5,14,0.357,0,0,0.0,1617,https://www.pro-football-reference.com/boxscores/200911090den.htm
2009,2009-11-12,1vVmWGzUZ1rea,Chicago,Bears,CHI,21,43,0,29,52,,307,0,5,33.574,307,350,0,0,1,0,5,10,75,19,8,17,0.471,0,0,0.0,1707,https://www.pro-football-reference.com/boxscores/200911120sfo.htm
2009,2009-11-12,IwSI92ZDKoazn,San Francisco,49ers,SF,28,110,1,16,23,,118,0,1,63.315,106,216,2,12,1,0,1,9,77,12,6,14,0.429,0,1,0.0,1893,https://www.pro-football-reference.com/boxscores/200911120sfo.htm
2009,2009-11-15,CI5mhfNa0Zqd2,New Orleans,Saints,NO,29,203,1,18,26,,223,2,2,89.103,217,420,1,6,1,1,3,6,40,19,6,10,0.6,0,1,0.0,1678,https://www.pro-football-reference.com/boxscores/200911150ram.htm
2009,2009-11-15,u98I1lDKQBwZ0,Los Angeles,Rams,LA,29,141,1,26,40,,298,2,1,93.542,293,434,2,5,1,0,1,4,20,23,5,13,0.385,1,3,0.333,1922,https://www.pro-football-reference.com/boxscores/200911150ram.htm
2009,2009-11-15,3VqeLK0LS9rpw,Buffalo,Bills,BUF,20,89,0,21,36,,218,2,2,71.296,207,296,2,11,1,0,2,10,65,14,5,14,0.357,0,1,0.0,1720,https://www.pro-football-reference.com/boxscores/200911150oti.htm
2009,2009-11-15,ltMyRE3yvVUaw,Tennessee,Titans,TEN,35,168,2,17,25,,210,1,1,90.417,210,378,0,0,2,0,1,8,75,20,11,17,0.647,0,0,0.0,1880,https://www.pro-football-reference.com/boxscores/200911150oti.htm
2009,2009-11-15,22ZdibiqvfA2D,Cincinnati,Bengals,CIN,29,61,0,18,30,,178,0,0,76.806,157,218,2,21,0,0,0,7,87,14,4,14,0.286,0,0,0.0,1748,https://www.pro-football-reference.com/boxscores/200911150pit.htm
2009,2009-11-15,SlVgURDFI7EXX,Pittsburgh,Steelers,PIT,18,80,0,20,40,,174,0,1,51.458,146,226,4,28,1,0,1,5,50,16,3,15,0.2,1,2,0.5,1852,https://www.pro-football-reference.com/boxscores/200911150pit.htm
2009,2009-11-15,6DclFuycdPaOB,Denver,Broncos,DEN,22,120,0,14,31,,206,2,1,75.47,185,305,3,21,1,1,2,4,45,14,5,12,0.417,0,2,0.0,1457,https://www.pro-football-reference.com/boxscores/200911150was.htm
2009,2009-11-15,9JtBk8kFeaGEs,Washington,Football Team,WAS,40,174,1,18,27,,228,2,0,117.515,214,388,3,14,0,0,0,2,19,22,8,16,0.5,1,2,0.5,2143,https://www.pro-football-reference.com/boxscores/200911150was.htm
2009,2009-11-15,RtOjnciWkJPaL,Jacksonville,Jaguars,JAC,32,139,2,16,26,,221,1,0,101.603,208,347,2,13,2,1,1,5,40,18,7,13,0.538,1,1,1.0,1867,https://www.pro-football-reference.com/boxscores/200911150nyj.htm
2009,2009-11-15,mexvMWO2v1hWn,New York,Jets,NYJ,29,110,1,16,31,,212,1,2,57.46,212,322,0,0,1,1,3,4,26,19,7,13,0.538,1,1,1.0,1733,https://www.pro-football-reference.com/boxscores/200911150nyj.htm
2009,2009-11-15,mLspw4gJNTQGN,Atlanta,Falcons,ATL,29,176,1,22,41,,224,1,2,57.368,224,400,0,0,0,0,2,4,26,22,6,14,0.429,1,2,0.5,1911,https://www.pro-football-reference.com/boxscores/200911150car.htm
2009,2009-11-15,jJBGuksuDJF5L,Carolina,Panthers,CAR,34,185,2,15,24,,195,2,0,115.799,195,380,0,0,1,0,0,5,48,19,7,13,0.538,0,1,0.0,1689,https://www.pro-football-reference.com/boxscores/200911150car.htm
2009,2009-11-15,QMAZH1v922YLu,Tampa Bay,Buccaneers,TB,30,121,1,16,28,,196,1,1,75.893,180,301,4,16,4,1,2,9,77,16,4,13,0.308,0,1,0.0,1726,https://www.pro-football-reference.com/boxscores/200911150mia.htm
2009,2009-11-15,mfbu6O5aMHbJg,Miami,Dolphins,MIA,36,199,1,17,32,,175,1,1,66.536,175,374,0,0,3,1,2,3,30,23,5,14,0.357,0,0,0.0,1874,https://www.pro-football-reference.com/boxscores/200911150mia.htm
2009,2009-11-15,FCuH1wdksA2DQ,Detroit,Lions,DET,22,93,0,29,51,,224,1,0,74.306,204,297,3,20,2,1,1,4,40,19,6,17,0.353,0,2,0.0,1777,https://www.pro-football-reference.com/boxscores/200911150min.htm
2009,2009-11-15,AzOs5UWsXusSW,Minnesota,Vikings,MIN,31,152,2,20,31,,344,1,0,112.836,340,492,1,4,2,2,2,13,91,19,3,11,0.273,0,1,0.0,1823,https://www.pro-football-reference.com/boxscores/200911150min.htm
2009,2009-11-15,oiGiwWPf0UqMC,Kansas City,Chiefs,KC,31,112,1,19,34,,216,0,1,62.868,206,318,2,10,4,2,3,5,35,14,1,15,0.067,1,2,0.5,1734,https://www.pro-football-reference.com/boxscores/200911150rai.htm
2009,2009-11-15,LZoDld8s63xUs,Las Vegas,Raiders,LV,30,182,1,13,32,,113,0,2,24.609,90,272,2,23,0,0,2,10,88,11,2,16,0.125,0,0,0.0,1866,https://www.pro-football-reference.com/boxscores/200911150rai.htm
2009,2009-11-15,4M8AK5p0WXs1N,Seattle,Seahawks,SEA,24,164,1,27,53,,331,1,2,61.124,308,472,4,23,0,0,2,9,113,29,6,15,0.4,0,0,0.0,1710,https://www.pro-football-reference.com/boxscores/200911150crd.htm
2009,2009-11-15,GJizlkzQFaqGA,Arizona,Cardinals,ARI,30,122,2,29,38,,340,2,0,120.504,340,462,0,0,0,0,0,11,136,22,2,12,0.167,1,2,0.5,1890,https://www.pro-football-reference.com/boxscores/200911150crd.htm
2009,2009-11-15,KdjU81i7YSFE7,Dallas,Cowboys,DAL,14,61,0,24,39,,251,1,1,78.045,217,278,5,34,3,2,3,10,67,17,3,12,0.25,2,2,1.0,1442,https://www.pro-football-reference.com/boxscores/200911150gnb.htm
2009,2009-11-15,D5QY6bOxfn8ZL,Green Bay,Packers,GB,28,105,1,25,36,,189,1,0,91.088,178,283,4,11,2,0,0,12,100,20,7,15,0.467,0,0,0.0,2158,https://www.pro-football-reference.com/boxscores/200911150gnb.htm
2009,2009-11-15,hjjmgzxilGWdr,Philadelphia,Eagles,PHI,13,29,0,35,56,,450,2,1,92.113,433,462,2,17,0,0,1,9,70,26,5,13,0.385,1,1,1.0,1777,https://www.pro-football-reference.com/boxscores/200911150sdg.htm
2009,2009-11-15,SjaMbkmeizJD4,Los Angeles,Chargers,LAC,28,119,2,20,25,,231,2,0,131.833,212,331,2,19,0,0,0,3,31,22,3,8,0.375,0,0,0.0,1823,https://www.pro-football-reference.com/boxscores/200911150sdg.htm
2009,2009-11-15,VkxV91RtzHn65,New England,Patriots,NE,28,113,1,29,42,,375,3,1,110.714,364,477,2,11,3,1,2,4,72,24,7,14,0.5,0,1,0.0,2102,https://www.pro-football-reference.com/boxscores/200911150clt.htm
2009,2009-11-15,LJmHetie5VbbO,Indianapolis,Colts,IND,18,91,1,28,44,,327,4,2,97.443,316,407,1,11,0,0,2,3,20,25,5,12,0.417,0,0,0.0,1498,https://www.pro-football-reference.com/boxscores/200911150clt.htm
2009,2009-11-16,zyhFXj1nywrm1,Baltimore,Ravens,BAL,37,128,1,13,19,,155,0,0,93.092,146,274,2,9,0,0,0,7,43,14,4,14,0.286,0,1,0.0,1892,https://www.pro-football-reference.com/boxscores/200911160cle.htm
2009,2009-11-16,IR4gIYmh269EI,Cleveland,Browns,CLE,26,86,0,13,31,,99,0,2,23.454,74,160,4,25,1,0,2,6,52,11,5,16,0.312,1,1,1.0,1708,https://www.pro-football-reference.com/boxscores/200911160cle.htm
2009,2009-11-19,mfbu6O5aMHbJg,Miami,Dolphins,MIA,31,154,2,17,29,,172,1,0,87.141,172,326,0,0,2,0,0,5,30,17,7,15,0.467,0,1,0.0,1833,https://www.pro-football-reference.com/boxscores/200911190car.htm
2009,2009-11-19,jJBGuksuDJF5L,Carolina,Panthers,CAR,27,182,0,19,42,,227,1,1,60.317,201,383,4,26,0,0,1,4,35,22,3,13,0.231,0,0,0.0,1767,https://www.pro-football-reference.com/boxscores/200911190car.htm
2009,2009-11-22,SlVgURDFI7EXX,Pittsburgh,Steelers,PIT,31,114,0,33,44,,415,3,2,107.67,402,516,2,13,2,1,3,8,81,27,4,13,0.308,1,1,1.0,2647,https://www.pro-football-reference.com/boxscores/200911220kan.htm
2009,2009-11-22,oiGiwWPf0UqMC,Kansas City,Chiefs,KC,20,68,0,15,30,,248,2,0,100.417,214,282,5,34,2,1,1,4,28,13,6,15,0.4,0,1,0.0,1345,https://www.pro-football-reference.com/boxscores/200911220kan.htm
2009,2009-11-22,CI5mhfNa0Zqd2,New Orleans,Saints,NO,36,183,2,19,29,,187,3,0,118.032,187,370,0,0,0,0,0,4,55,21,6,14,0.429,1,2,0.5,1944,https://www.pro-football-reference.com/boxscores/200911220tam.htm
2009,2009-11-22,QMAZH1v922YLu,Tampa Bay,Buccaneers,TB,23,119,0,17,33,,126,1,3,33.144,100,219,3,26,1,1,4,3,18,14,6,15,0.4,0,1,0.0,1656,https://www.pro-football-reference.com/boxscores/200911220tam.htm
2009,2009-11-22,IR4gIYmh269EI,Cleveland,Browns,CLE,40,131,0,22,34,,314,4,0,133.701,308,439,1,6,0,0,0,8,69,22,10,19,0.526,2,2,1.0,2086,https://www.pro-football-reference.com/boxscores/200911220det.htm
2009,2009-11-22,FCuH1wdksA2DQ,Detroit,Lions,DET,16,57,0,26,43,,422,5,2,112.742,416,473,2,6,1,0,2,8,41,26,5,10,0.5,1,1,1.0,1514,https://www.pro-football-reference.com/boxscores/200911220det.htm
2009,2009-11-22,LJmHetie5VbbO,Indianapolis,Colts,IND,25,76,1,22,31,,299,1,2,85.282,299,375,0,0,1,1,3,5,40,20,5,9,0.556,0,0,0.0,1644,https://www.pro-football-reference.com/boxscores/200911220rav.htm
2009,2009-11-22,zyhFXj1nywrm1,Baltimore,Ravens,BAL,31,98,0,23,35,,256,0,1,75.417,256,354,0,0,1,1,2,2,20,20,5,13,0.385,0,0,0.0,1956,https://www.pro-football-reference.com/boxscores/200911220rav.htm
2009,2009-11-22,IwSI92ZDKoazn,San Francisco,49ers,SF,10,69,0,16,33,,227,3,1,88.826,215,284,3,12,1,0,1,4,30,11,3,11,0.273,1,2,0.5,1101,https://www.pro-football-reference.com/boxscores/200911220gnb.htm
2009,2009-11-22,D5QY6bOxfn8ZL,Green Bay,Packers,GB,32,158,1,32,45,,344,2,0,108.009,326,484,2,18,1,0,0,6,64,26,10,18,0.556,0,0,0.0,2499,https://www.pro-football-reference.com/boxscores/200911220gnb.htm
2009,2009-11-22,mLspw4gJNTQGN,Atlanta,Falcons,ATL,30,90,2,26,46,,268,2,0,87.953,262,352,2,6,1,1,1,3,16,27,9,16,0.562,2,2,1.0,1908,https://www.pro-football-reference.com/boxscores/200911220nyg.htm
2009,2009-11-22,n8CuHV9wbYCqF,New York,Giants,NYG,26,88,1,25,39,,384,3,1,111.485,368,456,1,16,1,0,1,8,64,26,7,14,0.5,0,0,0.0,1926,https://www.pro-football-reference.com/boxscores/200911220nyg.htm
2009,2009-11-22,3VqeLK0LS9rpw,Buffalo,Bills,BUF,18,53,0,18,31,,297,1,2,74.261,290,343,2,7,2,1,3,6,43,14,3,11,0.273,0,1,0.0,1416,https://www.pro-football-reference.com/boxscores/200911220jax.htm
2009,2009-11-22,RtOjnciWkJPaL,Jacksonville,Jaguars,JAC,34,102,1,21,30,,215,1,1,87.5,208,310,2,7,3,1,2,6,50,19,9,15,0.6,0,0,0.0,2184,https://www.pro-football-reference.com/boxscores/200911220jax.htm
2009,2009-11-22,9JtBk8kFeaGEs,Washington,Football Team,WAS,20,78,0,24,37,,256,0,1,73.705,246,324,1,10,0,0,1,5,27,14,7,15,0.467,0,0,0.0,1714,https://www.pro-football-reference.com/boxscores/200911220dal.htm
2009,2009-11-22,KdjU81i7YSFE7,Dallas,Cowboys,DAL,33,153,0,15,27,,158,1,1,69.676,152,305,1,6,1,1,2,6,35,17,3,11,0.273,0,1,0.0,1886,https://www.pro-football-reference.com/boxscores/200911220dal.htm
2009,2009-11-22,4M8AK5p0WXs1N,Seattle,Seahawks,SEA,12,4,1,19,29,,231,0,1,75.503,208,212,2,23,4,1,2,10,64,10,1,10,0.1,0,0,0.0,1069,https://www.pro-football-reference.com/boxscores/200911220min.htm
2009,2009-11-22,AzOs5UWsXusSW,Minnesota,Vikings,MIN,37,160,0,28,33,,290,5,0,142.866,271,431,2,19,0,0,0,5,31,28,8,13,0.615,0,0,0.0,2531,https://www.pro-football-reference.com/boxscores/200911220min.htm
2009,2009-11-22,GJizlkzQFaqGA,Arizona,Cardinals,ARI,30,183,1,25,33,,277,2,0,120.391,261,444,2,16,2,2,2,6,40,24,6,11,0.545,0,0,0.0,1898,https://www.pro-football-reference.com/boxscores/200911220ram.htm
2009,2009-11-22,u98I1lDKQBwZ0,Los Angeles,Rams,LA,27,123,1,19,37,,215,0,1,57.827,191,314,3,24,2,0,1,7,50,16,4,16,0.25,2,5,0.4,1702,https://www.pro-football-reference.com/boxscores/200911220ram.htm
2009,2009-11-22,22ZdibiqvfA2D,Cincinnati,Bengals,CIN,43,177,2,14,22,,207,0,1,75.379,171,348,3,36,5,3,4,8,59,23,6,13,0.462,0,0,0.0,2304,https://www.pro-football-reference.com/boxscores/200911220rai.htm
2009,2009-11-22,LZoDld8s63xUs,Las Vegas,Raiders,LV,24,92,0,17,34,,183,2,1,73.529,183,275,0,0,3,2,3,3,13,16,4,11,0.364,1,1,1.0,1296,https://www.pro-football-reference.com/boxscores/200911220rai.htm
2009,2009-11-22,SjaMbkmeizJD4,Los Angeles,Chargers,LAC,43,203,2,17,22,,145,1,0,109.091,145,348,0,0,1,0,0,1,15,21,5,13,0.385,1,1,1.0,2272,https://www.pro-football-reference.com/boxscores/200911220den.htm
2009,2009-11-22,6DclFuycdPaOB,Denver,Broncos,DEN,17,115,0,17,33,,181,0,1,55.24,156,271,3,25,2,2,3,9,65,14,2,9,0.222,0,3,0.0,1328,https://www.pro-football-reference.com/boxscores/200911220den.htm
2009,2009-11-22,mexvMWO2v1hWn,New York,Jets,NYJ,26,104,0,8,21,,136,1,4,37.103,122,226,2,14,1,1,5,5,28,12,2,10,0.2,1,1,1.0,1206,https://www.pro-football-reference.com/boxscores/200911220nwe.htm
2009,2009-11-22,VkxV91RtzHn65,New England,Patriots,NE,35,111,2,28,41,,310,1,0,98.628,299,410,2,11,3,1,1,6,51,27,8,17,0.471,1,1,1.0,2394,https://www.pro-football-reference.com/boxscores/200911220nwe.htm
2009,2009-11-22,hjjmgzxilGWdr,Philadelphia,Eagles,PHI,30,157,1,24,33,,244,2,1,101.073,220,377,3,24,3,2,3,8,46,18,7,15,0.467,0,0,0.0,1857,https://www.pro-football-reference.com/boxscores/200911220chi.htm
2009,2009-11-22,1vVmWGzUZ1rea,Chicago,Bears,CHI,20,126,0,24,43,,171,1,1,63.227,158,284,1,13,0,0,1,7,64,14,3,16,0.188,2,2,1.0,1743,https://www.pro-football-reference.com/boxscores/200911220chi.htm
2009,2009-11-23,ltMyRE3yvVUaw,Tennessee,Titans,TEN,42,228,1,12,22,,116,1,0,84.659,116,344,0,0,1,1,1,5,25,22,6,13,0.462,0,0,0.0,1939,https://www.pro-football-reference.com/boxscores/200911230htx.htm
2009,2009-11-23,UI0Ax4HUEXFh6,Houston,Texans,HOU,17,57,0,25,39,,305,2,0,105.182,283,340,4,22,0,0,0,7,72,17,7,15,0.467,0,0,0.0,1661,https://www.pro-football-reference.com/boxscores/200911230htx.htm
2009,2009-11-26,D5QY6bOxfn8ZL,Green Bay,Packers,GB,27,80,0,28,39,,348,3,0,124.733,342,422,1,6,2,2,2,7,57,20,9,16,0.562,0,1,0.0,2039,https://www.pro-football-reference.com/boxscores/200911260det.htm
2009,2009-11-26,FCuH1wdksA2DQ,Detroit,Lions,DET,23,73,0,20,43,,213,1,4,30.475,199,272,2,14,1,1,5,3,28,16,6,16,0.375,1,3,0.333,1561,https://www.pro-football-reference.com/boxscores/200911260det.htm
2009,2009-11-26,LZoDld8s63xUs,Las Vegas,Raiders,LV,24,124,0,18,35,,200,1,0,78.274,181,305,3,19,1,1,1,7,70,14,4,14,0.286,0,1,0.0,1726,https://www.pro-football-reference.com/boxscores/200911260dal.htm
2009,2009-11-26,KdjU81i7YSFE7,Dallas,Cowboys,DAL,25,195,1,18,29,,309,2,0,121.193,299,494,2,10,1,0,0,6,48,18,4,12,0.333,0,0,0.0,1874,https://www.pro-football-reference.com/boxscores/200911260dal.htm
2009,2009-11-26,n8CuHV9wbYCqF,New York,Giants,NYG,16,57,0,24,40,,230,0,1,65.625,210,267,3,20,3,2,3,4,45,15,3,12,0.25,1,1,1.0,1470,https://www.pro-football-reference.com/boxscores/200911260den.htm
2009,2009-11-26,6DclFuycdPaOB,Denver,Broncos,DEN,40,138,1,18,28,,245,1,1,89.137,235,373,1,10,0,0,1,8,61,23,4,13,0.308,1,1,1.0,2130,https://www.pro-football-reference.com/boxscores/200911260den.htm
